Plant_ID,DW_Statistic
260,1.082789254219987
315,0.9417561617291453
335,0.76992139843638
341,1.6485551081250684
350,1.611747369663244
356,1.3675869023669007
358,1.5529242998711754
422,1.6572922369304204
7449,1.4808785953461496
10034,1.6313586169159968
10156,1.5107656256486206
10169,1.5430705904615876
10294,0.8814037631396565
10349,1.3226866979448848
10405,2.0149142961948043
10649,1.8095403408984985
10650,2.1041928904591436
10776,1.9770492581235735
50612,1.3923995849141293
50865,1.055167454842963
54749,1.7747584952505393
54768,2.0462390951410825
55077,1.6033000268670756
55151,1.4181087543361177
55182,1.1288355112609216
55217,0.9985469191993117
55295,1.2249189555340365
55333,1.2881032903645826
55345,1.5046145121768084
55393,1.279106158923116
55400,0.568355453537018
55499,1.2898952742631469
55508,1.5019534117512994
55510,1.4399376433915052
55512,1.636798201571443
55513,1.4964950559596693
55518,1.5538109353086345
55538,1.7309134648465772
55540,1.8419912974693968
55541,1.5450735691749753
55542,1.474630517168742
55625,1.5441973040742192
55626,1.6078799560544927
55627,1.634333993753652
55656,0.7987018830424419
55698,1.5376232830459997
55748,1.5594055795090351
55807,1.7341418323711475
55810,1.4736336832697745
55847,1.0706243101219128
55855,1.6240777534554451
55933,1.520114242097633
55951,2.0892294697447147
55963,1.3594175445665335
55985,1.7282018651667315
56026,0.838810628864835
56041,1.134886827493014
56143,1.1836315800999244
56232,1.62680975525154
56239,1.0551088731617442
56467,1.6303219130029454
56471,1.6926550720537348
56472,1.56211164894046
56473,1.8122612152205158
56474,1.677940274246694
56475,1.5288806404486877
56476,1.2256676355443739
56532,1.3607347562502474
56639,1.2505738434935436
56803,1.251394464276008
56914,1.559012056540447
57001,1.2470630580011075
57027,1.1549963067403448
57267,1.6862906223494902
57482,1.1228090611128114
57483,1.2147548817992222
57515,1.3976749824565766
57555,1.6424101804241604
57564,0.8787579864058458
57978,1.2936528231050428
58122,1.8849850135133037
60698,1.168598511642033
