Plant_ID,DW_Statistic
260,0.9903569460804599
315,0.47725521379605296
335,0.42389860632662696
341,1.781092928700851
350,1.7776780352787622
356,0.9381798926398901
358,1.9924752222909343
422,1.7159985965407727
7449,2.014260772655485
10034,1.9031346289005555
10156,1.7079814398988808
10169,0.667656715701585
10294,0.9540397956086101
10349,1.4122857862265434
10405,1.2825096844694557
10649,1.370317046204528
10650,0.7401580602535329
10776,1.9383897855080632
50612,1.5577476207646657
50865,0.2141675379006939
54749,1.4690562079715557
54768,1.2147774393918092
55077,1.9011812024041066
55151,1.5106627873559548
55182,1.0636826361508505
55217,0.5915823035460241
55295,0.8595966214975539
55333,1.5406659685355764
55345,1.8827082274956046
55393,1.4590212940280314
55400,0.14952627996214782
55499,2.0084198676479343
55508,1.924348163020611
55510,1.6157841176586618
55512,1.9776027641778184
55513,1.7584437065340073
55518,1.8015608488342845
55538,1.7317721158183392
55540,0.9208644661633522
55541,1.2949861324940461
55542,1.3833472493653518
55625,1.6463315073741558
55626,1.6309266310574229
55627,1.627277244862872
55656,0.5484344921840176
55698,1.6461195470538947
55748,1.4868114606310832
55807,1.747359866118419
55810,1.4649156448415857
55847,1.593283360757615
55855,1.74772253481035
55933,1.6998787162798563
55951,2.147391717301802
55963,1.560891159076826
55985,2.0029041302686283
56026,0.9308326311030988
56041,1.4546623233166072
56143,1.2460449470183632
56232,1.4047855848748185
56239,1.1259805004098329
56467,0.9806724016709188
56471,1.8439416353718294
56472,1.348860783705348
56473,1.3675431531553632
56474,1.4160441057552933
56475,1.5801964838189682
56476,1.3045636579483209
56532,0.6630438748191412
56639,1.3053942990324647
56803,1.777251523071449
56914,1.7243307501679497
57001,1.6257096217050415
57027,1.5892995020083434
57267,2.1221598815985554
57482,1.0742705133487473
57483,1.4193981336248083
57515,1.8918862135534287
57555,1.7884469197958948
57564,1.483985452254792
57978,1.619820834992322
58122,1.837332107229505
60698,1.1811882951424517
