Plant_ID,DW_Statistic
260,1.083269135938838
315,0.7589055799453254
335,0.6717487395029509
341,1.6422617036863456
350,1.670755492943568
356,1.2520842912599912
358,1.593360196501005
422,1.6551170157273403
7449,1.5018686698249561
10034,1.6660526532078648
10156,1.5826005407011545
10169,1.3974493865133957
10294,0.8732783563361562
10349,1.3291655400037452
10405,2.00001068551086
10649,1.8241071548418615
10650,2.3240332348781223
10776,1.594275822187889
50612,1.5059574842508943
50865,1.0587695772834163
54749,1.7663121121444323
54768,2.086681113491638
55077,1.647014395038839
55151,1.4418807972605108
55182,1.0731138753027012
55217,0.9549080188611613
55295,1.2127473873874035
55333,1.2845385738499118
55345,1.5359467927879489
55393,1.2732864282694711
55400,0.5917716289424095
55499,1.3243010990996813
55508,1.5159076398676503
55510,1.4582171055431183
55512,1.6634617403268772
55513,1.5152407716940604
55518,1.5724176286365303
55538,1.7482704257681048
55540,1.84736858396557
55541,1.5408259385727436
55542,1.4640177899662825
55625,1.5735972066604014
55626,1.6459524521123343
55627,1.6582856422391892
55656,0.7552313255459235
55698,1.5665042354543173
55748,1.5424853640098404
55807,1.7704010507192796
55810,1.4772050726183938
55847,1.1000557960467516
55855,1.6477337290998242
55933,1.5140447562148938
55951,2.117233708286817
55963,1.3853207009186523
55985,1.7148422050122147
56026,0.8462684087958777
56041,1.163624127593424
56143,1.1865669416405284
56232,1.6160254362502742
56239,1.044067512923649
56467,1.5489190781310063
56471,1.712706925099682
56472,1.5238278154373675
56473,1.8115494409572754
56474,1.6819286007172842
56475,1.531715788522297
56476,1.189105432245433
56532,1.2360671399172733
56639,1.2380250383162517
56803,1.2731994774172062
56914,1.5669543692650898
57001,1.2583263327796228
57027,1.177369592411358
57267,1.7243307415193618
57482,1.1333150988673828
57483,1.2192356943684814
57515,1.4558541494962636
57555,1.6546166308253485
57564,0.9374740899944488
57978,1.315267942744233
58122,1.8698517445995504
60698,1.1411145650434382
