Plant_ID,DW_Statistic
298,0.8473135994388119
3439,2.038321740454928
3441,1.93220236196516
3443,1.504257207712398
3452,1.4657754399333747
3453,1.8180482414313044
3460,1.791165287926994
3469,1.4842235763024854
3470,0.26418533996692883
3490,1.1227403049863112
3491,1.7042355960135473
3494,1.0942619156587068
3504,1.442052584252128
3507,1.39345954009883
3548,1.600592880503803
3559,1.148056797567125
3576,1.2205648773476219
3601,1.6602615662258509
3609,1.503969070613906
3611,1.4752884984822705
3612,0.4337377532944159
3628,1.1430877800309232
3631,1.1570900901596097
4195,0.9536656280109914
4266,1.0768846387159712
4937,1.0609127580322273
4939,0.8930733542227333
6146,0.40992365079208426
6178,1.0903919272374227
6179,0.2757362094856039
6180,1.3504789531695651
6181,1.4316887914313992
6183,0.5364369915920398
6243,0.21277398999954295
7030,0.656896852538678
7097,0.7864157538857777
7325,0.4297044253820028
7900,0.6248045523946208
10298,0.3974955316763437
50109,1.5506567432702725
50815,0.855003628895454
52088,0.5112089307443188
52176,1.2400673814473662
54817,1.3695478762606959
55015,0.19328454616936241
55047,1.3092267313216974
55062,1.453395957865755
55086,0.0858396849011116
55091,1.9056032995080756
55097,1.806534114280431
55123,1.008042095566848
55132,1.6037342039946216
55137,1.1926425037628001
55139,1.2664475268066775
55144,1.1936967690581133
55153,1.1366378778882975
55154,1.4919403202247623
55168,1.630574027353356
55172,0.8814421342149571
55187,0.4805541596484462
55206,1.4029961990892115
55215,1.7878653369142294
55223,0.684886395731178
55226,1.4049347241898977
55230,1.7938386691803507
55299,0.2699476907371991
55320,1.5001301496117045
55327,0.18882130684105983
55365,0.8290001325089303
55464,0.5037140531775302
55470,1.0912386441468807
55480,1.3028936616409408
55501,1.276299371922518
56349,1.2820327150497905
56350,1.7607723439175698
56611,0.46801464340204113
56674,1.7121684118557312
56806,1.6632596596034759
58001,1.0392614270286429
58005,1.0326029880186525
58378,1.4305149300432252
58471,1.4317238774762484
59812,1.450457243077986
60122,1.0908657401603266
60264,1.1564624368397425
60459,0.4250982072047941
60460,0.33910285404317575
60468,1.361733327671986
61241,1.323298163213482
61242,0.3769603384294702
